playerID,pos,height,weight,college,collegeOther,age,year,stint,tmID,playerPowerRanking,PER,postPlayerPowerRanking,postPER,countAwards
blueni01w,G,68.0,163,UCLA,,39.0,7,0,WAS,17.67926951185865,10.127651933701657,2.6319300478252834,9.804666666666666,0.0
blueni01w,G,68.0,163,UCLA,,39.0,8,0,WAS,23.61789407203318,7.477171428571433,0.0,0.0,0.0
blueni01w,G,68.0,163,UCLA,,39.0,9,0,WAS,33.67981731661064,5.497510242085662,0.0,0.0,0.0
blueni01w,G,68.0,163,UCLA,,39.0,10,0,WAS,14.768942671270162,4.843329670329676,0.0,0.0,0.0
blueoc01w,F,73.0,163,Miami (FL),,47.0,4,0,HOU,6.9783973617129025,-0.3842432432432432,1.2136543888218985,-28.076749999999997,0.0
blueoc01w,F,73.0,163,Miami (FL),,47.0,5,0,HOU,17.59464116528884,7.603709677419351,0.0,0.0,0.0
bobbish01w,G,62.0,130,Tennessee,,38.0,9,0,LAS,31.753200051334268,5.115097826086957,26.984577128596552,2.5394881889763816,0.0
bobbish01w,G,62.0,130,Tennessee,,38.0,10,0,LAS,21.455399916755344,5.424980169971672,0.6505276289651994,-22.497454545454545,0.0
boddiwh01w,G,69.0,149,Auburn,,36.0,10,0,SAC,8.22585471769445,7.6373333333333315,0.0,0.0,0.0
boltoru01w,G,69.0,150,Auburn,,56.0,1,0,SAC,41.943890387395996,11.958744239631335,39.426593935807674,17.693799999999996,0.0
boltoru01w,G,69.0,150,Auburn,,56.0,2,0,SAC,27.58427055876284,11.532070446735396,27.44897197509003,14.697380165289257,0.0
boltoru01w,G,69.0,150,Auburn,,56.0,3,0,SAC,31.164475953399197,14.180968792401622,0.0,0.0,0.0
boltoru01w,G,69.0,150,Auburn,,56.0,4,0,SAC,24.138261596203947,7.818276391554698,11.290155139898546,-1.3272747252747246,0.0
boltoru01w,G,69.0,150,Auburn,,56.0,5,0,SAC,25.76615981169842,11.038861407249469,12.302454519477653,-0.3765849056603801,0.0
bondla01w,G,67.0,132,Missouri,,39.0,7,0,CHA,27.227834252750323,7.10318078175896,0.0,0.0,0.0
bondla01w,G,67.0,132,Missouri,,39.0,9,0,IND,18.820487075520834,1.6260676923076909,0.0,0.0,0.0
bonfisu01w,G,68.0,145,,,49.0,3,0,PHO,21.721104494497308,11.339493464052286,0.0,0.0,0.0
bonnede01w,G,76.0,136,Auburn,,36.0,10,0,PHO,31.1505726431615,20.167494475138117,25.01635990655619,20.982817204301085,1.0
bowenli01w,G,67.0,145,Michigan State,,40.0,8,0,NYL,8.99209732437806,-0.34664864864864847,0.0,0.0,0.0
boydca01w,F,73.0,172,,,48.0,2,0,DET,19.847090736627383,8.678008695652174,0.0,0.0,0.0
braxtka01w,F-C,78.0,210,Georgia,,40.0,6,0,DET,22.071635543134697,11.49470769230769,16.36321925968124,4.358,0.0
braxtka01w,F-C,78.0,210,Georgia,,40.0,7,0,DET,19.35085020610689,8.601456824512535,19.75849388135982,7.030479674796749,0.0
braxtka01w,F-C,78.0,210,Georgia,,40.0,8,0,DET,29.79790046397004,9.874003669724772,25.299559559147717,13.939652941176472,0.0
braxtka01w,F-C,78.0,210,Georgia,,40.0,9,0,DET,29.83156169047233,14.289627118644066,34.70034411609227,14.380766666666675,0.0
braxtka01w,F-C,78.0,210,Georgia,,40.0,10,0,DET,28.80439678942839,19.708099206349207,26.501848435201087,20.980947916666658,0.0
brazian01w,F,74.0,169,Texas Tech,,47.0,1,0,CHA,15.321591418821434,4.685911330049266,0.0,0.0,0.0
brazian01w,F,74.0,169,Texas Tech,,47.0,2,0,IND,21.288904226892836,12.300478005865102,0.0,0.0,0.0
bristre01w,G,70.0,139,Arizona,,45.0,2,0,CHA,1.3736961635581206,-2.9414000000000002,0.0,0.0,0.0
brogami01w,F,73.0,177,,,50.0,1,0,PHO,39.99464660324527,12.611339310344828,30.95559193600664,12.21875,0.0
brondsa01w,G,67.0,136,U. Western Sydney,,55.0,2,0,MIA,42.476329408493214,11.623888235294112,33.49757736497013,8.031682242990655,0.0
brondsa01w,G,67.0,136,U. Western Sydney,,55.0,3,0,MIA,35.65588425357167,7.673516382699871,0.0,0.0,0.0
brondsa01w,G,67.0,136,U. Western Sydney,,55.0,4,0,SEA,42.85039680963902,8.372291282051284,0.0,0.0,0.0
brownco01w,G,69.0,150,North Carolina,,43.0,4,0,IND,25.786232554936873,9.691128352490425,0.0,0.0,0.0
brownco01w,G,69.0,150,North Carolina,,43.0,5,0,IND,21.26805935151835,5.424917085427132,0.0,0.0,0.0
brownco01w,G,69.0,150,North Carolina,,43.0,6,0,IND,8.991870403734714,7.227869565217392,0.0,0.0,0.0
brownco01w,G,69.0,150,North Carolina,,43.0,7,0,CHI,18.87948775292939,4.378230158730159,0.0,0.0,0.0
browned01w,G-F,69.0,163,Texas,,45.0,1,0,DET,29.57474761298457,8.119064620355413,0.0,0.0,0.0
browned01w,G-F,69.0,163,Texas,,45.0,2,0,DET,35.858097033303416,8.42608,0.0,0.0,0.0
browned01w,G-F,69.0,163,Texas,,45.0,3,0,DET,29.348121298239416,4.579322404371586,0.0,0.0,0.0
browned01w,G-F,69.0,163,Texas,,45.0,4,0,PHO,24.37725466512659,6.115486641221372,0.0,0.0,0.0
browned01w,G-F,69.0,163,Texas,,45.0,7,0,HOU,11.725907832610586,1.877964285714286,0.0,0.0,0.0
brownki01w,G,70.0,134,Georgia,,44.0,3,0,WAS,15.611248614021644,5.857222222222225,8.010474171645436,16.387733333333337,0.0
brownki01w,G,70.0,134,Georgia,,44.0,4,0,WAS,18.48750336057544,5.648631970260218,0.0,0.0,0.0
brownki01w,G,70.0,134,Georgia,,44.0,5,0,WAS,24.82770094524899,9.64423180592992,15.701690841368436,45.888999999999996,0.0
brownki01w,G,70.0,134,Georgia,,44.0,6,2,HOU,2.6360656644433185,0.7216666666666663,8.187965938927652,76.51599999999999,0.0
brownki01w,G,70.0,134,Georgia,,44.0,6,1,WAS,5.791623977896639,3.337142857142858,0.0,0.0,0.0
brownki01w,G,70.0,134,Georgia,,44.0,7,0,NYL,17.134035333498215,10.878982758620692,0.0,0.0,0.0
brownki01w,G,70.0,134,Georgia,,44.0,8,2,LAS,25.07283867808028,15.168269113149849,0.0,0.0,0.0
brownki01w,G,70.0,134,Georgia,,44.0,8,1,MIN,15.69070352536883,9.703896551724137,0.0,0.0,0.0
brownki01w,G,70.0,134,Georgia,,44.0,9,0,LAS,31.25575442920378,9.31316603773585,23.22158943618751,10.562968750000001,0.0
brownki01w,G,70.0,134,Georgia,,44.0,10,0,CON,22.75797156386255,9.554422391857509,0.0,0.0,0.0
brownru01w,F,74.0,175,Furman,,51.0,1,0,CLE,41.29748622814404,14.530606774668628,41.68438586235866,17.278017964071854,0.0
brownru01w,F,74.0,175,Furman,,51.0,2,0,CLE,45.80573052010369,14.207430263157892,27.772393590530935,19.274225806451607,0.0
brownru01w,F,74.0,175,Furman,,51.0,3,0,CLE,22.833423387188763,7.297626068376071,0.0,0.0,0.0
brownru01w,F,74.0,175,Furman,,51.0,4,0,CHA,22.835794849102808,8.403917184265014,21.58250410013486,6.109717391304348,0.0
brumfma01w,G,68.0,133,Rice,,45.0,1,0,MIN,27.67714482348445,6.287313213703101,0.0,0.0,0.0
brumfma01w,G,68.0,133,Rice,,45.0,2,0,MIA,20.757516574493184,5.110230769230766,5.1825384269513215,25.154249999999998,0.0
brumfma01w,G,68.0,133,Rice,,45.0,4,0,CHA,16.44463730586601,4.9439349593495985,9.399212343826354,5.297142857142854,0.0
brungje01w,F,73.0,165,Penn State,,41.0,5,0,CON,18.41531045616775,5.46065923566879,10.024745826024478,2.3582970297029715,0.0
brungje01w,F,73.0,165,Penn State,,41.0,6,0,CON,2.178621604773218,-4.723851063829787,0.0,0.0,0.0
brungje01w,F,73.0,165,Penn State,,41.0,7,0,CON,0.10313835273316635,-7.699571428571428,0.0,0.0,0.0
brunsre01w,F,75.0,175,Georgetown,,42.0,5,0,SAC,23.359923023789126,12.190568825910928,17.534891738684756,10.660624999999996,0.0
brunsre01w,F,75.0,175,Georgetown,,42.0,6,0,SAC,32.11316915642387,12.818299168975072,33.398775236388204,9.464793814432994,0.0
brunsre01w,F,75.0,175,Georgetown,,42.0,7,0,SAC,29.4388473256518,14.965214405360134,21.49315543589111,8.306298701298699,0.0
brunsre01w,F,75.0,175,Georgetown,,42.0,8,0,SAC,45.494814642237095,18.29180150214592,37.12656969377188,23.18203409090909,0.0
brunsre01w,F,75.0,175,Georgetown,,42.0,9,0,SAC,41.70694333687118,16.296928112965336,0.0,0.0,0.0
brunsre01w,F,75.0,175,Georgetown,,42.0,10,0,SAC,38.38822210466136,19.654756390977443,0.0,0.0,0.0
bullevi01w,F,75.0,185,Maryland,,56.0,1,0,WAS,52.246654834837145,13.691436928702013,47.09103247585141,21.919260869565214,0.0
bullevi01w,F,75.0,185,Maryland,,56.0,2,0,WAS,51.67053873858418,11.52950605778192,0.0,0.0,0.0
